,Unnamed: 0,ID,first_wins,s,phi_vanilla,phi_avg,phi_entropy,gemma_27b_vanilla,gemma_27b_avg,gemma_27b_entropy,gemma_2b_vanilla,gemma_2b_avg,gemma_2b_entropy,gemma_9b_vanilla,gemma_9b_avg,gemma_9b_entropy,llama_3b_vanilla,llama_3b_avg,llama_3b_entropy,llama_8b_vanilla,llama_8b_avg,llama_8b_entropy,llama_70b_vanilla,llama_70b_avg,llama_70b_entropy,aya_32b_vanilla,aya_32b_avg,aya_32b_entropy,aya_8b_vanilla,aya_8b_avg,aya_8b_entropy,mixtral_vanilla,mixtral_avg,mixtral_entropy,conf_phi_vanilla,conf_phi_avg,conf_phi_entropy,conf_phi_verbal_conf,conf_llama_3b_vanilla,conf_llama_3b_avg,conf_llama_3b_entropy,conf_llama_3b_verbal_conf,conf_llama_8b_vanilla,conf_llama_8b_avg,conf_llama_8b_entropy,conf_llama_8b_verbal_conf,conf_llama_70b_vanilla,conf_llama_70b_avg,conf_llama_70b_entropy,conf_llama_70b_verbal_conf,conf_gemma_27b_vanilla,conf_gemma_27b_avg,conf_gemma_27b_entropy,conf_gemma_27b_verbal_conf,conf_gemma_2b_vanilla,conf_gemma_2b_avg,conf_gemma_2b_entropy,conf_gemma_2b_verbal_conf,conf_gemma_9b_vanilla,conf_gemma_9b_avg,conf_gemma_9b_entropy,conf_gemma_9b_verbal_conf,conf_aya_32b_vanilla,conf_aya_32b_avg,conf_aya_32b_entropy,conf_aya_32b_verbal_conf,conf_mixtral_vanilla,conf_mixtral_avg,conf_mixtral_entropy,conf_mixtral_verbal_conf,FKGL,ARI,RSRS_mBERT
25,25,1961,2,Reflection Nebulae are usually blue because the scattering is more efficient for blue light than red. This is the same scattering process that gives us blue skies and red Sunsets.,2,2.12708797850064,0.0372157309556866,3,2.841022650580271,0.0455895826922755,6,5.357598630711436,0.1075680763121268,4,3.7031167454770175,0.0678692383491121,6,5.076102584600449,0.0921884025491027,4,3.3216204941272736,0.0865834763357605,2,2.222700208425522,0.0450870558019201,4,4.163150959436791,0.0366790898169575,3,3.509065678569641,0.0598906301238351,2,2.047413523629835,0.0184203645192957,3,3.067255662392199,0.0554699894301541,7.882731603380307,4,4.657262325286865,0.0856536429861566,7.551896601915359,4,4.516000717878342,0.0770881023331963,8.0,2,2.1329642087221146,0.0333268359257557,8.0,3,3.155709203208972,0.0439706757531066,7.018356086892709,6,6.058669846272096,0.0674802050047151,7.448805306979921,4,3.9488697672641138,0.0517262954395388,7.986827812574205,5,4.531684776530767,0.0566440236391208,7.004497734058532,2,1.9959513600969545,0.0025752807841657,8.222684658765502,8.0,9.6,0.0004287154560182
26,26,488,2,"The company opened two times the amount of Canadian outlets as McDonald's ""Wendy's said Tim Hortons Ipo by March in Ottawa business Journal, December 1, 2005, and sales throughout also passed McDonald's Canadian operations as of 2002.",8,7.668633530731313,0.0610711423747638,7,7.22125101795973,0.0457718102970428,6,5.978885218501091,0.1079995123238549,7,6.972765589271148,0.0206002965573341,8,7.298933506011963,0.0867437054066755,8,8.0,-0.0,7,6.5,0.0589321489024192,7,6.957374579923339,0.0142845822350792,5,5.242287714687791,0.0836615778743293,7,6.988225201098658,0.0141796658740135,8,7.820679696934349,0.0445897878760125,7.035873469205399,8,7.670701041817665,0.0616746768701912,6.4454004764556885,8,7.889273405075073,0.0295901306108655,6.602685809135437,7,6.913953542709351,0.0817455901683952,7.132964134216309,7,7.240816416931921,0.0479903710765159,3.723074531888415,6,5.2259452268481255,0.1256397877567249,6.807003793262993,7,6.936363993831037,0.027507592465863,6.765072900772793,7,6.9812209218992365,0.0075756626274731,7.995737304227077,6,5.888643619284267,0.0527863165111055,7.22269408776854,17.7,22.3,0.0006204771659824
27,27,1742,2,That same year he also received a mechanics certificate. with this he became the youngest Certificated airplane mechanic in New York.,2,2.334253747052572,0.0630154704484036,4,4.250694347254466,0.070564466566691,4,4.377064377069473,0.1281785774621633,4,4.387995236669667,0.0869829143336504,6,5.898930668830872,0.0971247126843126,6,5.550659418106079,0.104772795197713,2,2.0918154418468475,0.0260775017343537,4,4.194566499615128,0.0431537387559939,3,3.366580039510154,0.060483123518228,5,4.038765148448874,0.1074994847111357,3,2.724998778750887,0.0726491823109604,7.818349823437529,6,5.308451429009438,0.1003216014044778,7.302940189838409,6,5.866383209824562,0.0639900219117232,7.65135532617569,2,2.1329642087221146,0.0333268359257557,8.0,5,5.3231261930195615,0.0757854128468049,6.093773499404051,4,4.078144121915102,0.1239372098583487,6.719416558655212,6,5.381184247264173,0.0824421960559191,7.852002327967057,4,4.275654569407266,0.054187631711999,7.053380008826935,2,2.000275765514857,0.000289118466128,8.029216620508187,7.4,9.2,0.0003340697805709
28,28,965,2,The town is between Baden and Zürich. This area is the Limmat valley.,2,1.6797427697615603,0.0547883662466497,2,2.306884452336817,0.0531511763119277,3,3.180457602720708,0.1139646232617539,1,1.314298766257707,0.0534124416461949,4,4.087366908788681,0.1241779455067507,4,3.391650229692459,0.0833228263982426,2,2.0,-0.0,2,2.468803706720621,0.0555225283710651,3,2.881225995122577,0.0424061326806886,2,1.8808083389674808,0.0352298537682831,2,1.8364910872551263,0.0393935516777187,8.264414214886528,4,3.8099825382232666,0.1137853028964924,7.5,4,4.381757318973541,0.0668642886019795,7.889273405075073,2,2.0,-0.0,8.302940756082535,2,2.526689593156334,0.0632118277777207,7.159860406940425,3,3.0936289546079934,0.1100604379926061,6.880779143655673,2,2.0179509331210284,0.0290965987996795,8.981827818913928,2,2.148067028230788,0.0337197004965443,7.99330825580148,2,1.5621765977438669,0.0660718229016987,8.222697902358277,1.1,2.4,0.0002551789419701
29,29,1616,2,West Berlin had its own postal administration. It was separate from West Germany's. It issued its own postage stamps until 1990.,2,1.853251921726496,0.0371337699329455,2,2.1213448846465326,0.0318498716212459,4,3.922599494457245,0.1118245784947992,3,2.691878942248877,0.0592354636821417,4,4.074656575918198,0.1184021582852811,4,3.87885545194149,0.0792280913578749,2,2.0,-0.0,3,2.999694848364811,0.0003344987379857,3,3.268245850056701,0.0555713735251587,1,1.014063660027822,0.0071271918106027,2,1.933618910045652,0.0221873834969296,8.266570573884337,4,3.652814105153084,0.0999400881723073,7.321620494127274,4,4.498616233468056,0.0758647808941189,8.0,2,2.0,-0.0,8.11072763055563,3,2.951055925601395,0.042961450150354,7.056132667764359,5,4.851905619725585,0.1172588591564029,7.079028456937522,3,3.052115517144557,0.0402037259820647,8.051210853704248,3,2.999405072380433,0.0019350544169478,7.705780361257382,1,1.0003353645448565,0.0002909525182025,8.99330750300261,3.7,6.3,0.0002709251531733
30,30,761,1,Acanthopholis's Armour was made of oval plates set horizontally into the skin. spikes protruded from the neck and shoulder area along the spine.,2,2.0478158793598595,0.0294419380786232,3,3.0894535482857464,0.0316929161785182,4,4.461424972862005,0.1305151037161872,5,4.854766394360922,0.0946946475705104,4,4.811481814831495,0.1057299127941955,3,3.128140836954117,0.0919362969187693,2,2.1329642087221146,0.0333268359257557,4,4.199865182749818,0.0414160000049012,3,3.50551792184963,0.0576508129671616,6,5.675158945934982,0.0771205917979986,2,2.2211273526131663,0.0482499096130777,8.022831671441963,4,4.280660018324852,0.0977062563386211,7.000000417232513,4,4.114803954958916,0.0664835405854996,8.0,2,2.188722595572472,0.04118128342827,8.0,4,3.975102851240081,0.0479644001009048,6.651261190219884,3,4.091426059603691,0.1344787168572825,6.835732467006892,5,5.238976674154401,0.0797517350870886,7.851981679539222,4,4.500458835577149,0.0563038306624231,7.025796504836762,3,2.9293177778156405,0.0384650726083839,7.99931815702084,5.4,9.3,0.0004360248455519
31,31,1226,1,"For almost a decade, Farrenc was paid less than her male counterparts.",2,1.8999623684965457,0.0325000298115364,3,2.647487951529911,0.0608734204707269,4,4.034698519855738,0.1364019858252272,2,2.1792303686233936,0.0501090924567497,6,5.29899837821722,0.1021960251109126,4,3.2700306177139282,0.0886900391174207,2,2.0,-0.0,3,2.999064572337545,0.0007327943537021,3,2.957929172142485,0.0248829420258134,2,1.5621781332525342,0.0660733225715644,2,1.978303450536373,0.0232370911699719,8.177809683598753,4,3.692592456936836,0.1148745848983599,7.551895439624786,4,4.788225620985031,0.090425740874737,8.0,2,2.0,-0.0,8.0,3,2.8898914064920973,0.0553658936167573,7.128160888067214,6,5.078504763543606,0.1298391116727827,7.371467594639398,2,2.4161129384156084,0.0599560744934501,8.946346131182054,3,2.974425968915938,0.0099323820808577,7.970686955824249,1,1.0600866236207631,0.0219025476713448,8.999089447760875,4.4,7.7,0.0003989591584159
32,32,1292,2,Formal minor planet designations are Number-Name combinations. They are Overseen by the minor planet center. The minor planet center is a branch of the Iau.,2,2.269809758302472,0.0560727621349101,3,3.408048252444132,0.0628016433567986,4,4.152279030531645,0.1350192730868475,6,5.699566581955878,0.0564514287042441,6,5.185076169669628,0.1241906653172383,6,6.226164862513542,0.0758647808941189,4,3.080122008919716,0.0907868213276701,4,4.025042365244985,0.0504932197469628,4,3.7445312150241534,0.0510511122967754,3,3.128174361612764,0.0613058375930852,2,2.1800414996000086,0.0436132012770599,8.010999780402926,4,4.341117173433304,0.1174525712220196,7.551895439624786,6,6.260828107595444,0.0487954481362548,7.841131299734116,2,2.515999600291252,0.0770880516566605,8.0,6,5.545495588565245,0.0749618466935511,6.580890155310044,6,5.699450608342886,0.1196488685806219,7.229073381633498,6,5.673901325411862,0.0562709912109547,7.777146907618317,5,4.570265512870719,0.0603648947919894,7.0026391470455565,2,2.048763887886196,0.0187999964651459,8.060050779250755,7.7,7.6,0.0002776733693618
33,33,1007,1,It is located by the Baltic Sea which is near Stralsund,2,1.8964579163512096,0.0310957848185081,2,2.517431386280805,0.0609763470943063,2,3.0279927868396044,0.1196486771248489,2,1.9710178648638248,0.0318000261107383,4,3.944293342530728,0.1214698319744454,4,3.719339355826378,0.0977063576916927,2,2.0,-0.0,3,2.9989717424974494,0.0010287356191107,3,2.706379938801547,0.0575320481647585,2,1.98598175838506,0.0071744034002997,2,1.9501894983459351,0.0200151524379791,8.082512773962662,4,3.871901854872704,0.1152296449788391,7.391650229692459,4,4.381757318973541,0.0668642886019795,8.0,2,2.0,-0.0,8.0,3,2.909424887446221,0.053838057402423,6.989172548926945,2,2.436016393825412,0.1004051797670151,7.294197750277817,2,2.133698511053808,0.0443661755162375,8.96240529973062,3,3.0147842288596536,0.0072898837746669,7.531195016472083,1,1.0953495199142071,0.0303412115530613,8.998073058837663,4.0,3.3,0.0003655145838113
34,34,446,2,"He term ""protein"" itself was coined by Berzelius, that all proteins seemed to have the same empirical formula and might be composed of a single type of( very large) molecule.",7,7.375772726780269,0.0732366817789073,6,6.135863372619497,0.0447927581241194,7,6.377480866387487,0.0977341802775128,6,6.222947508842481,0.0516218228105921,6,5.961288318037987,0.0930254572969508,6,6.260828107595444,0.0487954481362548,6,6.158869087696075,0.0372214341232602,5,5.198261068174531,0.0714172967348519,6,5.560199333771607,0.069398950830022,6,5.758450270942531,0.064967364885376,7,7.348222814427572,0.0655898260099361,7.507705357911618,6,5.390582606196404,0.1000620463233808,7.348645567893982,6,6.3973149061203,0.0571263766990423,7.448103845119476,6,6.260828107595444,0.0487954481362548,7.602685838937759,6,6.414538305551105,0.0625344189615959,6.000371515809093,7,6.098283912986517,0.1137090968142831,7.244602240854874,6,6.179147936467416,0.0475340984646319,7.2928540658840575,6,5.760861509395568,0.0495512764892463,7.201800997672763,5,5.001844061567681,0.0086584962354034,7.56217457955172,12.6,16.3,0.0006023609431063
35,35,338,2,Each version of the license is given a version number.,2,1.5002526855364522,0.0603198709541397,2,2.003840662138828,0.015462022076612,1,1.6631390787661076,0.0913900826369065,1,1.0111954603116828,0.0048969441796717,1,2.1599081978201866,0.1160887338844562,2,2.0571928322315216,0.0662006438920098,2,2.0,-0.0,3,2.924201934987821,0.0216130258007331,3,2.6255014074316705,0.0544298089056954,1,1.000911105107338,0.0007026343860199,2,1.56257246091036,0.0597186768116429,8.318193771679034,1,1.58943310379982,0.0758647808941189,8.697058737277985,2,2.9283264577388763,0.0929778618945208,8.0,2,2.0,-0.0,8.132964119315147,2,1.993138447374804,0.0189076887183383,7.819900016226711,1,1.5646996311843395,0.0832887081835702,8.676224717288278,1,1.274102934457915,0.0509725627794967,8.999669539615866,3,2.963654882604488,0.0133909600212776,7.592655674677985,1,1.0024726670677808,0.0016688095354572,8.999991051793428,6.0,4.8,0.0002706851992111
36,36,989,1,He apostolic tradition Disallows singing of some Psalms during feasts.,3,3.747405041009188,0.1188228012211467,6,6.015861355350353,0.0452519265045705,5,5.096742631867528,0.1269306112968402,7,6.936812624742743,0.0267994717505475,6,6.42916476726532,0.105893182457259,8,7.405398517847061,0.0795311167713873,6,6.026560381054878,0.0664834949766174,6,6.4876887575148885,0.0590508955305492,6,6.192299008191185,0.0681093765388257,6,5.601259424820013,0.0763605924360191,7,6.5696378842694685,0.0945557758112837,7.766395380080212,6,5.978619650006294,0.1127872792003064,7.394119620323181,8,7.5,0.0589321489024192,8.0,6,6.0607586950063705,0.0639900624529519,7.397314846515655,7,6.550945047318237,0.0661980448383293,5.87793480163964,5,4.913777839392424,0.1335227781825578,7.000072474824265,7,6.895071107617696,0.0325560873516198,7.037559026910458,7,6.412641397606194,0.0705852347316701,7.106671562905831,5,5.157458406780066,0.0443006816476446,7.437820131989603,7.2,12.3,0.0003950433416731
37,37,119,1,"The Gospels of Matthew, mark, Luke, and John are the 4 Canonical texts; they were written between ad 65 and 100.",2,2.1973708321193044,0.0494784347485918,3,3.510719852522016,0.0752946111862553,3,3.823937863111496,0.1356096269629769,6,5.721507176116575,0.0600316564462469,6,4.600147344172001,0.1243181573460219,4,4.5085345059633255,0.1009419126086788,2,2.2608282268047333,0.0487954481362548,4,3.5326616043805643,0.0561287060668352,3,3.0692726995939665,0.0271319993167326,2,1.8808069554255904,0.0352285810599487,2,2.1394149829017124,0.0414090625580186,8.045749378195069,4,4.274165451526642,0.1299400399282452,7.391650229692459,6,5.287026226520538,0.0877115562934419,7.81127755343914,2,2.5943809747695923,0.0817963984631955,8.0,4,3.792891361314105,0.0638293779464086,6.949143419000393,6,4.878228023648262,0.1369825658841435,7.251418358180672,6,5.707898222259246,0.0575821617133484,7.777145829902565,4,3.53735771821448,0.0578493573901851,7.106622676692496,1,1.0758581766873965,0.0258866720512284,8.993307621147602,6.8,9.7,0.0004511647613961
38,38,1754,1,"That is because real estate, businesses and other assets in the underground economies of the third world can not be used as collateral to raise capital to finance industrial and commercial expansion.",7,6.899798466777611,0.062945232191292,6,5.919903140536917,0.0300864179666386,6,6.110840765410103,0.0755047865474903,7,6.650363974204083,0.0536364018230878,8,7.438892781734466,0.0793355256137861,7,7.448103845119476,0.0584733539531427,6,6.30294081568718,0.0521464796753847,6,6.342571283634527,0.0540249948192067,6,5.917345684680527,0.0276200775189108,7,7.019172980333678,0.0103029589394297,7,6.843897064097746,0.0565244793704996,7.766177634277483,8,7.137894064188004,0.0921884025491027,6.767764508724213,7,7.302940189838409,0.0521464239311953,7.622554987668991,7,6.651355266571045,0.0549749854538071,8.0,6,6.427004157741976,0.0599718743811192,6.824652353823694,6,5.818448197096586,0.1022940632781241,7.100714441563468,7,6.49618349670709,0.0579413662483077,7.651153504961485,6,6.193471657142723,0.0434426167991259,7.201807576233477,6,5.659119210044437,0.0740424533210803,7.017862474800644,17.0,19.3,0.0005314805735333
39,39,1169,2,Since the end of the 19th century Eschelbronn is well known for its furniture manufacturing industry.,2,1.9891557635693853,0.0321315338606883,3,3.0178779819689225,0.0504473277981682,3,3.64325837790966,0.1395183975978886,4,3.678572514851112,0.0711499287478195,4,4.424731880426407,0.1419994439365079,4,5.000000149011612,0.0930155652371613,3,3.066880166530609,0.0930155652371613,4,3.54223945679496,0.0586620871466856,3,2.9864154929298365,0.0383109152344115,2,2.0294985145084787,0.0128475367123779,2,2.325474671131815,0.0611945341872903,8.041660565220809,4,3.4283788427710533,0.1223795974158696,7.66658416390419,6,5.071674942970276,0.0929778618945208,7.8670356422662735,4,3.4704524278640747,0.0783332501562459,8.0,3,3.039371841259708,0.0356118339694004,7.015360151047389,6,4.726159319281578,0.148378501706943,7.16421971458476,4,4.266069044126198,0.0813935353503173,7.978144822049501,4,3.7705643584217214,0.0564572154549839,7.106643757375423,2,1.9980734113007688,0.0013471445343434,8.060055122241465,11.9,11.9,0.0004384986763124
40,40,641,2,"Brunstad has several fast food restaurants, a Cafeteria-Style restaurant, coffee bar, and grocery store.",2,1.779383037426669,0.0470615627687696,2,2.0847668220376363,0.0270812013137542,4,4.161709009669721,0.1101871051320409,1,1.097649481780536,0.0265337478899659,4,3.1891102120280266,0.1402189542568452,2,2.8020026087760925,0.0907868314629772,2,2.0,-0.0,3,2.679172002362094,0.0504064136994723,3,2.8429288455481583,0.0456965490326658,2,1.9241422986526096,0.0258874506154691,2,1.8371430359811711,0.0397014800061478,8.136616593736107,2,2.4988935589790344,0.1155997357198387,8.551895439624786,4,3.6623493432998657,0.0929178304702036,8.0,2,2.0,-0.0,8.260828047990799,2,2.3931626910343766,0.058291562789146,7.162133694298973,4,4.516508772969246,0.1266370617328462,6.891623215051368,2,1.7515141059084272,0.0651284388711583,8.981837308178825,2,2.222640238500645,0.0426498319477806,7.998300248362568,1,1.1192028713919466,0.0352180316581342,8.989013600474772,9.9,16.2,0.0005291535219617
41,41,1088,2,"In the Soviet years, the Bolsheviks demolished two of Rostov's main landmarks- St Alexander Nevsky cathedral and St George cathedral in Nakhichevan.",2,2.479162282863399,0.0716069844537806,3,3.0219085018034093,0.0451697919779418,5,4.617574531584978,0.1274693008326181,4,4.468325523193926,0.0976769350013777,6,5.359066680073738,0.1059218248352972,4,4.764074817299843,0.0877115157522133,4,3.739171594381333,0.0487954481362548,4,4.270984859935879,0.0477613325352435,4,4.17586565463256,0.0420587792580797,5,5.206274424667754,0.0506797227810264,3,3.1364577644344536,0.0766021713398182,7.817475811703844,4,4.180315762758255,0.1223795974158696,7.298934519290924,6,6.000000536441803,0.0660969546320948,7.697059810161591,4,3.969224408268929,0.0690213505515715,8.0,4,4.0788232857885305,0.0600585559823572,6.895415726491137,6,5.860260434448719,0.1087576197483107,7.244670771760866,6,5.498292878794018,0.0751136232576184,7.904763362919766,5,4.968178602879561,0.0379950706456486,7.075744119065348,2,1.999103183312677,0.0046013764303288,8.075800357927886,10.7,16.7,0.0005874763773464
42,42,752,2,The second device can be designed to be used in settings with less strict requirements.,2,1.9921449384410288,0.0142578136968607,3,3.0794534922097228,0.0388181222615123,6,5.153519570827484,0.1068786440734559,4,3.824212910418282,0.0621597495865704,4,4.124912269413471,0.117110920152915,4,3.2516767382621765,0.0889231511821335,2,2.222700208425522,0.0450870558019201,4,3.680363027864335,0.0509295091625372,4,3.795987373473963,0.0483618335673433,2,1.999110518176883,0.0007268894632241,2,1.982629336480386,0.0145690712389724,8.043472717563418,4,3.642209865152836,0.0937955683409977,6.88212525844574,4,4.158869206905365,0.0372214341232602,7.889272727072239,2,2.500377207994461,0.076650723287952,8.0,3,3.05501911828469,0.0404186159417104,6.998272346720114,6,5.291113581042737,0.1016663755262544,7.3530436347355135,4,4.342596887494437,0.0822046664511129,7.9780184135459535,4,3.65725084069954,0.0539692811892558,7.009548777074087,2,1.962675296961396,0.0153645458415866,8.851952529351223,6.8,9.0,0.0003303954240158
